sport,team_a_form,team_b_form,team_a_strength,team_b_strength,home_advantage,head_to_head_advantage,team_a_avg_goals,team_b_avg_goals,team_a_avg_conceded,team_b_avg_conceded,winner
football,0.6979,0.7671,0.6508,0.7368,1,0.3566,2.0,2.23,0.94,0.68,1
basketball,0.6518,0.7644,0.5909,0.6338,0,0.4739,121.35,120.32,115.36,100.47,0
cricket,0.6619,0.547,0.5112,0.6448,1,0.5523,135.06,155.54,7.35,5.55,1
basketball,0.7168,0.6421,0.5941,0.5136,1,0.4713,114.75,98.87,104.85,107.12,1
basketball,0.725,0.6283,0.6671,0.592,1,0.4074,126.4,125.55,98.82,121.09,0
football,0.9264,0.99,0.7156,0.7053,1,0.5117,2.29,1.98,0.9,0.57,0
basketball,0.6465,0.5061,0.5955,0.5941,0,0.5495,118.43,117.78,109.73,109.21,1
cricket,0.564,0.7771,0.6469,0.6134,1,0.4497,177.81,162.02,7.16,6.82,0
football,0.7326,0.6582,0.7947,0.5226,1,0.5349,2.58,1.42,0.75,1.01,1
basketball,0.612,0.6371,0.5766,0.5838,1,0.5695,116.8,112.81,113.27,105.28,0
basketball,0.6565,0.5909,0.613,0.5516,0,0.5447,119.07,104.32,105.16,103.07,1
cricket,0.478,0.6197,0.5317,0.5974,1,0.6216,139.35,168.95,7.16,7.74,0
football,0.6686,0.6323,0.4575,0.5336,0,0.4396,0.83,1.32,0.68,0.82,1
football,0.7467,0.8666,0.4259,0.6391,1,0.4454,1.2,1.52,1.33,0.41,1
football,0.6638,0.6334,0.5839,0.6596,1,0.5781,1.84,2.03,1.14,0.92,1
cricket,0.4854,0.5748,0.4783,0.6842,1,0.5096,141.79,175.11,8.68,6.03,1
football,0.777,0.6778,0.5881,0.6191,0,0.523,1.76,1.7,1.02,0.76,1
cricket,0.7785,0.6466,0.644,0.587,1,0.3596,158.33,150.93,5.77,6.65,1
cricket,0.6182,0.7012,0.6051,0.6118,1,0.4319,163.17,153.18,7.11,6.19,1
football,0.6923,0.7398,0.3475,0.5176,0,0.6011,1.11,1.37,1.72,0.98,1
cricket,0.5439,0.5343,0.5946,0.5319,1,0.4825,162.73,149.15,7.34,7.89,1
football,0.7124,0.8578,0.5819,0.6219,0,0.517,1.58,1.7,0.83,0.74,1
cricket,0.7334,0.5668,0.6375,0.4969,1,0.4767,164.18,115.53,6.38,6.24,0
basketball,0.5716,0.8084,0.6766,0.6419,0,0.424,129.98,135.0,101.05,111.91,0
football,0.7211,0.8191,0.7935,0.8768,1,0.4332,2.55,2.91,0.73,0.66,1
cricket,0.6835,0.593,0.5316,0.5755,0,0.6042,132.8,139.19,6.67,6.05,1
cricket,0.6921,0.4858,0.6406,0.6909,1,0.4063,171.33,185.2,6.83,6.62,0
basketball,0.568,0.6552,0.5956,0.696,0,0.4746,115.72,131.52,105.76,95.0,0
basketball,0.7248,0.6792,0.5956,0.491,1,0.5798,108.24,104.9,95.0,122.86,0
football,0.6391,0.6661,0.5046,0.6771,1,0.4716,1.39,2.36,1.08,1.22,1
football,0.7768,0.7668,0.9202,0.4891,0,0.745,2.92,1.12,0.4,0.85,0
football,0.7662,0.9043,0.6043,0.914,1,0.4831,1.78,3.28,0.95,0.54,1
football,0.5013,0.7112,0.628,0.5538,1,0.4398,1.77,1.67,0.78,1.12,1
basketball,0.8495,0.754,0.6288,0.6029,1,0.4457,127.19,113.82,111.95,100.78,1
football,0.7706,0.7217,0.8665,0.6732,0,0.514,2.82,2.0,0.61,0.8,1
cricket,0.4803,0.6476,0.6086,0.6704,1,0.3663,158.25,167.78,6.65,5.82,1
basketball,0.4629,0.6662,0.6508,0.5814,1,0.5095,130.59,110.29,109.14,102.39,0
basketball,0.695,0.6249,0.5385,0.6041,1,0.4564,113.63,123.54,120.61,114.4,0
basketball,0.764,0.7852,0.5763,0.6033,1,0.4055,108.25,115.05,101.03,102.4,1
football,0.8827,0.6676,0.5594,0.6833,0,0.4523,1.39,2.18,0.74,0.95,1
football,0.6537,0.5255,0.5727,0.5199,1,0.5284,1.43,1.58,0.71,1.22,1
cricket,0.7534,0.8172,0.6801,0.5341,0,0.517,174.85,131.24,6.11,6.49,1
cricket,0.7275,0.6315,0.7249,0.6214,1,0.4495,189.41,169.71,6.08,7.19,1
basketball,0.8355,0.5654,0.6113,0.6291,0,0.6896,135.0,129.34,121.48,114.95,1
basketball,0.7795,0.6841,0.696,0.5148,0,0.539,135.0,100.07,95.0,108.44,1
cricket,0.4192,0.5603,0.4196,0.6241,1,0.6131,131.24,161.37,9.35,6.5,1
football,0.7038,0.6718,0.4272,0.4753,1,0.4566,1.36,1.01,1.53,0.79,1
cricket,0.5184,0.513,0.6205,0.6508,1,0.4877,162.53,171.53,6.68,6.6,0
basketball,0.6147,0.6953,0.5917,0.6514,0,0.5221,122.84,126.6,117.28,104.04,1
football,0.7038,0.7535,0.6381,0.4602,1,0.7546,1.66,1.37,0.59,1.34,0
basketball,0.7534,0.7401,0.6065,0.6144,0,0.5006,122.31,119.77,111.87,105.73,0
cricket,0.4753,0.5953,0.5239,0.5236,0,0.5211,135.19,150.28,7.04,8.18,1
football,0.727,0.7476,0.4943,0.467,1,0.4197,1.77,0.94,1.62,0.76,0
football,0.6302,0.7175,0.5893,0.7111,1,0.4702,1.55,2.04,0.76,0.6,1
basketball,0.5494,0.4221,0.6206,0.6355,1,0.4539,122.74,124.25,108.09,105.62,1
football,0.8016,0.6914,0.6925,0.6107,0,0.5385,2.3,1.6,1.05,0.68,1
football,0.8374,0.6282,0.6051,0.5249,0,0.5503,1.48,1.57,0.56,1.19,1
cricket,0.6871,0.8728,0.6486,0.5989,1,0.4678,156.69,152.05,5.54,6.43,1
basketball,0.6225,0.6494,0.6327,0.5631,1,0.3858,122.06,122.01,103.32,128.31,0
football,0.7284,0.6724,0.5987,0.4738,0,0.6239,1.59,1.21,0.75,1.05,1
football,0.713,0.7406,0.7665,0.6676,0,0.5715,2.39,1.84,0.69,0.63,1
football,0.6372,0.7923,0.4515,0.8036,0,0.4997,1.31,2.37,1.32,0.44,0
cricket,0.4076,0.821,0.4682,0.6854,1,0.3609,127.3,174.75,7.84,5.97,0
basketball,0.6395,0.6084,0.5393,0.5649,1,0.2595,111.72,107.24,117.6,103.13,1
cricket,0.6015,0.6146,0.604,0.5146,0,0.4562,159.81,131.65,6.89,7.01,0
cricket,0.5487,0.6806,0.5391,0.6618,1,0.4079,156.02,174.82,8.23,6.57,0
basketball,0.6113,0.6642,0.5243,0.5796,1,0.6223,104.87,111.62,112.41,104.86,1
cricket,0.6104,0.5334,0.657,0.5701,0,0.5004,167.56,165.13,6.14,8.13,1
football,0.99,0.5683,0.809,0.5979,1,0.6357,2.42,1.71,0.47,0.9,0
football,0.6967,0.8319,0.7725,0.7733,0,0.4314,2.47,2.3,0.76,0.54,0
cricket,0.5462,0.405,0.6474,0.46,0,0.57,171.2,143.57,6.65,9.27,0
football,0.8183,0.9396,0.4891,0.8656,1,0.489,1.17,2.67,0.9,0.43,0
cricket,0.567,0.6008,0.4255,0.5479,0,0.4048,128.29,130.69,8.98,6.11,1
basketball,0.3966,0.876,0.5888,0.633,0,0.4067,121.96,122.29,116.89,103.56,1
football,0.7581,0.6725,0.6004,0.5848,1,0.5204,1.84,1.69,1.05,0.96,1
basketball,0.5248,0.6236,0.6137,0.6514,1,0.492,124.76,132.23,113.18,108.95,1
cricket,0.4279,0.6221,0.5509,0.6881,1,0.4979,159.59,157.45,8.2,4.61,1
cricket,0.587,0.8228,0.5811,0.6757,0,0.2981,162.03,162.04,7.63,5.26,1
cricket,0.7021,0.7279,0.6508,0.5809,1,0.4195,174.89,150.89,6.85,6.79,1
cricket,0.5028,0.508,0.5065,0.5069,1,0.6684,139.52,157.2,7.8,9.12,0
basketball,0.5997,0.5406,0.5601,0.5881,1,0.4898,114.69,118.89,115.4,112.69,0
cricket,0.5191,0.7749,0.5192,0.4933,1,0.4985,134.34,130.47,7.09,7.45,0
football,0.6768,0.9438,0.579,0.7016,1,0.4358,1.48,2.36,0.73,1.06,1
basketball,0.6827,0.5664,0.6366,0.6542,0,0.4662,124.62,124.52,105.81,100.15,0
basketball,0.5829,0.5853,0.5869,0.562,1,0.6623,117.88,105.19,111.6,101.09,1
basketball,0.5985,0.627,0.6579,0.5766,1,0.5532,133.02,123.04,106.9,122.28,1
basketball,0.6227,0.4839,0.6343,0.6183,1,0.5695,124.32,116.84,106.09,100.3,0
cricket,0.8162,0.6907,0.6058,0.5518,1,0.4406,158.06,143.42,6.71,6.96,1
football,0.9122,0.6459,0.5885,0.4401,0,0.6317,1.6,1.14,0.82,1.18,1
basketball,0.8079,0.4684,0.5502,0.4983,0,0.4852,106.23,102.95,106.29,117.76,1
cricket,0.6435,0.7058,0.6461,0.5649,1,0.5397,162.61,134.73,6.04,5.98,0
basketball,0.7397,0.6771,0.641,0.624,1,0.442,125.71,122.58,106.0,106.8,0
cricket,0.7525,0.6159,0.652,0.5778,0,0.7044,154.41,159.47,5.28,7.51,0
basketball,0.6201,0.6958,0.6414,0.587,0,0.4879,118.16,113.62,95.0,105.45,0
basketball,0.6994,0.6643,0.6099,0.5792,0,0.4578,123.77,120.0,112.93,117.09,0
football,0.6907,0.6885,0.587,0.6044,0,0.6291,1.48,1.97,0.68,1.19,0
football,0.7564,0.8109,0.512,0.7681,1,0.5343,1.12,2.41,0.71,0.71,0
football,0.6478,0.8736,0.5479,0.7427,0,0.468,1.42,2.25,0.85,0.68,0
football,0.7566,0.6583,0.7468,0.6108,1,0.51,2.26,1.68,0.66,0.79,1
football,0.6351,0.7856,0.4927,0.6532,0,0.4239,1.39,1.86,1.16,0.74,1
basketball,0.6232,0.7254,0.568,0.5928,0,0.4742,117.85,120.1,117.48,112.97,1
basketball,0.6664,0.6492,0.6394,0.6119,0,0.304,130.55,119.9,112.67,106.73,0
basketball,0.7531,0.8053,0.5983,0.5566,0,0.5044,114.32,108.35,102.92,107.33,0
cricket,0.5323,0.7461,0.5075,0.6811,1,0.4657,138.42,169.58,7.69,5.69,1
cricket,0.5511,0.4919,0.5348,0.5544,1,0.5647,146.44,157.69,7.61,7.97,0
cricket,0.6131,0.7703,0.6097,0.5569,1,0.4776,173.95,140.66,7.8,6.63,1
basketball,0.6493,0.713,0.624,0.527,1,0.4385,135.0,98.68,117.5,102.63,1
football,0.5334,0.5662,0.57,0.5414,1,0.4523,1.93,1.44,1.35,0.91,1
cricket,0.6215,0.6198,0.6686,0.6027,1,0.5789,172.7,162.48,6.24,7.12,1
football,0.7562,0.8783,0.6157,0.6304,0,0.519,1.88,1.75,1.0,0.75,0
basketball,0.6929,0.661,0.6442,0.6534,0,0.4582,134.69,131.6,111.19,108.33,1
basketball,0.64,0.5937,0.5407,0.6628,1,0.3517,102.5,129.35,103.88,104.43,0
basketball,0.5316,0.6155,0.5626,0.4385,0,0.4924,115.9,95.0,116.35,127.5,0
cricket,0.6794,0.675,0.663,0.5623,1,0.6474,172.65,151.78,6.37,7.33,1
basketball,0.633,0.6659,0.5448,0.6169,0,0.3179,105.52,118.65,106.94,103.36,0
basketball,0.616,0.723,0.565,0.6031,0,0.4713,104.16,117.01,98.68,105.29,1
football,0.7812,0.7515,0.5144,0.4516,1,0.4623,1.36,1.28,0.99,1.28,1
cricket,0.6569,0.7331,0.4734,0.5891,0,0.3906,121.62,153.31,7.29,6.77,1
cricket,0.5128,0.75,0.5045,0.5496,0,0.402,145.18,140.97,8.28,6.83,1
cricket,0.4965,0.7583,0.5229,0.6943,0,0.4343,136.43,174.07,7.16,5.7,1
basketball,0.7116,0.64,0.5158,0.5905,1,0.619,107.67,123.39,119.11,118.45,0
basketball,0.5056,0.7855,0.6265,0.4522,0,0.4331,128.47,97.27,114.51,124.0,1
football,0.6338,0.8213,0.5073,0.6818,1,0.5005,1.46,1.97,1.15,0.7,0
football,0.859,0.7843,0.6738,0.5476,1,0.5603,1.9,1.51,0.66,0.97,0
football,0.7897,0.6658,0.7627,0.7631,1,0.516,2.23,2.47,0.52,0.81,1
basketball,0.8009,0.5214,0.5636,0.6452,0,0.574,107.53,131.06,103.95,110.89,1
football,0.6089,0.8881,0.4858,0.6113,0,0.4129,1.37,1.62,1.18,0.71,1
basketball,0.4913,0.7577,0.6231,0.6292,1,0.4641,129.04,119.43,116.39,100.62,0
football,0.4153,0.6796,0.4542,0.5859,0,0.3354,1.34,1.54,1.34,0.76,0
football,0.824,0.7307,0.918,0.6071,0,0.362,3.02,1.84,0.51,1.01,1
cricket,0.6101,0.5637,0.5124,0.4709,1,0.4312,141.86,146.05,7.83,9.18,0
cricket,0.6078,0.7092,0.5736,0.5711,0,0.4668,151.46,150.1,7.02,6.98,1
football,0.6363,0.7861,0.4466,0.6107,1,0.4447,0.97,1.9,0.93,1.06,0
football,0.5845,0.8739,0.599,0.5206,0,0.4434,1.77,1.18,0.97,0.72,1
basketball,0.6742,0.6302,0.6498,0.587,0,0.3621,119.99,119.76,95.0,114.29,1
football,0.757,0.8588,0.6862,0.6751,1,0.6643,1.93,2.08,0.62,0.88,0
cricket,0.626,0.4865,0.6821,0.5418,0,0.5226,182.46,145.05,6.63,7.33,0
cricket,0.5696,0.4821,0.6987,0.5475,1,0.4206,173.13,141.69,5.52,6.94,1
basketball,0.7451,0.4375,0.5604,0.5894,1,0.5808,109.39,115.64,107.65,107.61,1
cricket,0.6426,0.6637,0.6713,0.5342,0,0.5326,163.98,140.3,5.52,7.17,1
cricket,0.8121,0.7261,0.7313,0.5588,0,0.5075,188.39,152.54,5.85,7.47,1
basketball,0.6827,0.6181,0.6274,0.5712,1,0.6003,117.9,102.97,98.97,95.0,1
basketball,0.4879,0.5752,0.5801,0.5415,0,0.5469,104.89,115.36,95.0,122.16,1
cricket,0.7741,0.6731,0.6516,0.595,1,0.4836,166.82,159.31,6.22,7.07,1
cricket,0.7067,0.668,0.6083,0.5305,1,0.5401,153.63,148.96,6.31,7.91,1
football,0.7608,0.705,0.6824,0.5966,1,0.5222,1.99,1.57,0.73,0.73,1
cricket,0.8237,0.5527,0.6179,0.5124,0,0.6002,167.38,146.31,7.11,8.16,1
cricket,0.5661,0.5573,0.4968,0.4749,0,0.4641,131.26,136.52,7.43,8.37,1
cricket,0.4553,0.664,0.5141,0.6599,1,0.2932,129.84,165.34,6.89,5.9,0
football,0.7418,0.7047,0.42,0.7293,0,0.472,1.31,2.34,1.52,0.87,1
basketball,0.7723,0.576,0.6226,0.5445,0,0.6449,127.29,106.36,114.02,108.26,1
cricket,0.6159,0.6893,0.5292,0.6624,0,0.4843,145.87,167.96,7.71,6.04,0
basketball,0.606,0.5238,0.6684,0.6203,0,0.4491,133.09,121.39,103.64,106.25,1
football,0.7456,0.6893,0.4574,0.694,1,0.2967,1.44,2.08,1.44,0.77,0
cricket,0.5843,0.8586,0.6144,0.7084,0,0.572,142.34,169.79,5.32,5.02,1
cricket,0.5738,0.6527,0.5605,0.6107,1,0.5096,131.3,154.06,5.84,6.29,1
cricket,0.6105,0.7869,0.4637,0.5773,1,0.4274,118.87,146.04,7.32,6.52,0
basketball,0.769,0.5245,0.5269,0.6054,0,0.4423,106.04,128.05,113.29,120.5,1
basketball,0.6402,0.616,0.5546,0.5905,0,0.3879,110.54,112.65,111.12,102.94,0
basketball,0.5997,0.6492,0.5207,0.5379,1,0.4613,108.06,110.21,118.15,115.86,0
football,0.7236,0.7005,0.7279,0.6339,1,0.5241,2.38,1.78,0.93,0.77,1
basketball,0.8827,0.609,0.6454,0.5619,1,0.514,125.83,108.43,104.8,105.81,0
football,0.8255,0.6423,0.7745,0.4633,0,0.6263,2.25,1.21,0.47,1.12,1
basketball,0.7583,0.6084,0.5814,0.5944,0,0.3878,114.01,113.88,107.74,103.51,1
football,0.8558,0.9011,0.7639,0.5356,0,0.4438,2.28,1.23,0.57,0.69,1
cricket,0.5068,0.3872,0.7163,0.561,1,0.6839,200.79,145.17,7.09,6.86,0
football,0.7989,0.6956,0.59,0.4397,1,0.53,1.84,1.18,1.11,1.23,0
basketball,0.5353,0.6524,0.5862,0.5915,0,0.693,117.44,120.6,111.19,114.11,0
football,0.6579,0.7195,0.8294,0.5175,1,0.4737,2.7,1.13,0.69,0.68,1
football,0.7222,0.6874,0.6466,0.7028,1,0.6052,1.58,2.04,0.43,0.65,1
football,0.7897,0.8002,0.6523,0.6382,0,0.4587,1.63,1.72,0.46,0.66,1
basketball,0.686,0.6996,0.5664,0.6196,1,0.5177,119.3,115.24,120.06,97.59,0
football,0.6952,0.7831,0.4951,0.4483,1,0.5361,0.98,1.22,0.63,1.22,0
football,0.6765,0.6467,0.598,0.5547,1,0.4549,1.59,1.5,0.74,0.91,1
basketball,0.7231,0.6575,0.533,0.6717,1,0.4753,107.86,129.78,114.02,102.28,0
football,0.6993,0.758,0.5649,0.5603,0,0.5605,1.35,2.01,0.66,1.51,1
football,0.7599,0.7531,0.4087,0.8076,0,0.4967,1.0,2.61,1.2,0.72,1
cricket,0.649,0.5838,0.6449,0.5616,0,0.4442,156.52,148.23,5.62,7.08,1
basketball,0.6223,0.8013,0.5154,0.6343,0,0.5167,95.0,116.64,100.95,95.0,0
football,0.7675,0.7587,0.5398,0.621,1,0.5855,1.41,1.91,0.89,1.0,0
cricket,0.5955,0.7197,0.5617,0.4815,0,0.4832,144.66,134.68,6.81,8.06,1
cricket,0.8285,0.6657,0.5962,0.6045,1,0.5715,150.52,149.37,6.38,6.09,1
basketball,0.6913,0.5388,0.5445,0.6069,1,0.53,111.19,121.49,115.21,110.58,1
football,0.8133,0.6895,0.8098,0.6337,1,0.5775,2.56,1.67,0.64,0.63,1
football,0.7439,0.6559,0.5538,0.4624,1,0.4818,1.51,1.53,0.93,1.52,0
cricket,0.65,0.5976,0.5848,0.5768,0,0.5059,167.44,148.67,7.94,6.73,0
basketball,0.6928,0.6132,0.5975,0.6325,0,0.5707,114.79,128.75,103.84,113.03,1
football,0.6477,0.7324,0.5379,0.5409,1,0.4402,1.54,1.73,1.06,1.28,1
cricket,0.5571,0.5309,0.5412,0.5849,1,0.574,154.34,166.43,8.05,7.86,1
basketball,0.5398,0.8236,0.6491,0.6359,0,0.517,130.61,125.03,109.65,106.6,0
cricket,0.75,0.6511,0.6116,0.5687,1,0.5281,151.8,146.86,6.09,6.8,0
football,0.6738,0.7866,0.5302,0.7091,0,0.4751,1.61,2.11,1.2,0.7,1
cricket,0.703,0.6744,0.5837,0.5951,1,0.3734,155.53,144.7,7.07,5.98,0
football,0.5061,0.7063,0.4734,0.6258,0,0.6109,1.32,1.71,1.19,0.73,0
basketball,0.5816,0.7009,0.6146,0.5444,1,0.4538,132.21,107.51,120.44,109.92,0
football,0.5536,0.5762,0.6813,0.4428,0,0.5004,2.33,1.2,1.16,1.24,0
basketball,0.5392,0.6622,0.4921,0.5795,0,0.4794,97.64,108.13,112.04,99.86,0
football,0.99,0.7473,0.7902,0.6777,1,0.6258,2.45,1.86,0.63,0.59,0
cricket,0.7169,0.5084,0.5211,0.5287,0,0.4612,135.81,135.69,7.16,6.96,1
basketball,0.6754,0.6366,0.656,0.503,1,0.5998,134.92,108.99,107.5,126.78,1
football,0.6125,0.7501,0.5255,0.5137,1,0.5199,1.19,1.54,0.7,1.22,1
cricket,0.7264,0.7804,0.7322,0.581,0,0.3978,183.18,154.56,5.43,7.07,1
basketball,0.6455,0.7885,0.5626,0.5552,0,0.3803,111.99,117.91,110.7,121.57,1
football,0.6964,0.5786,0.6074,0.4874,0,0.4276,1.75,1.46,0.9,1.28,1
football,0.8348,0.8897,0.6539,0.8499,1,0.5399,1.63,2.78,0.45,0.66,1
basketball,0.6597,0.6932,0.5768,0.5447,0,0.5362,120.48,116.89,118.53,123.38,1
basketball,0.9322,0.5067,0.626,0.5484,1,0.3875,125.25,118.82,110.01,125.16,1
basketball,0.5989,0.6606,0.6011,0.553,1,0.3927,124.63,116.95,116.91,120.86,0
football,0.7269,0.8482,0.5122,0.6699,0,0.4684,1.47,1.96,1.13,0.77,0
football,0.8182,0.9438,0.5332,0.8746,0,0.5294,1.62,2.74,1.2,0.46,0
football,0.8069,0.6966,0.5521,0.6895,0,0.3799,1.72,1.95,1.2,0.63,0
cricket,0.6473,0.5739,0.5594,0.6804,1,0.5638,132.89,202.08,5.98,7.99,1
football,0.7154,0.6097,0.6796,0.641,1,0.5807,1.93,2.0,0.66,0.99,0
cricket,0.6812,0.5754,0.644,0.5933,1,0.5161,173.79,158.29,6.93,7.04,0
football,0.6603,0.5569,0.4838,0.7275,0,0.5916,1.3,2.22,1.1,0.73,0
football,0.5902,0.7313,0.7454,0.5004,1,0.5155,2.31,0.94,0.73,0.55,0
cricket,0.5617,0.7368,0.6277,0.6506,0,0.5112,173.9,170.96,7.35,6.56,1
football,0.7695,0.6792,0.6645,0.5263,0,0.4566,2.35,1.08,1.29,0.57,1
cricket,0.4602,0.6316,0.5211,0.5477,0,0.315,152.6,143.71,8.42,7.09,0
basketball,0.4515,0.5119,0.4529,0.5244,0,0.4755,95.0,101.85,120.47,108.01,1
cricket,0.4623,0.8038,0.5695,0.6303,0,0.5387,157.62,158.7,7.58,6.14,1
football,0.7375,0.6897,0.7651,0.6196,0,0.6793,2.49,1.88,0.84,0.98,1
basketball,0.7016,0.6854,0.5555,0.5249,0,0.6006,106.28,112.94,104.69,123.87,1
basketball,0.6283,0.6392,0.612,0.5315,0,0.313,123.78,115.15,112.29,130.0,1
football,0.7851,0.7001,0.5568,0.6034,1,0.5593,1.74,1.54,1.19,0.65,0
basketball,0.7265,0.5971,0.5752,0.6097,0,0.673,103.83,117.15,95.0,103.45,0
basketball,0.6911,0.6432,0.5916,0.5566,0,0.7505,114.01,107.75,104.56,106.46,0
basketball,0.6823,0.775,0.6435,0.6195,0,0.5119,125.79,122.92,105.33,108.69,1
basketball,0.5103,0.7055,0.5835,0.6292,0,0.3774,119.42,119.62,114.9,100.92,0
basketball,0.6551,0.6608,0.584,0.5888,1,0.6323,124.1,113.08,121.48,104.09,1
cricket,0.5269,0.9192,0.5757,0.7115,1,0.3653,161.1,190.56,7.69,6.5,0
basketball,0.4772,0.6285,0.5355,0.6362,1,0.4614,101.17,117.05,103.57,95.0,0
basketball,0.6582,0.6623,0.6414,0.6001,1,0.4632,123.6,121.15,102.81,112.19,1
football,0.7206,0.6376,0.3719,0.5044,0,0.6312,1.01,1.29,1.44,0.96,1
cricket,0.6044,0.6132,0.5077,0.5009,1,0.4393,136.42,137.36,7.54,7.78,0
basketball,0.5812,0.6965,0.6937,0.6709,1,0.6118,129.51,128.98,95.0,101.37,1
cricket,0.6273,0.5469,0.6454,0.5714,0,0.5118,169.08,152.28,6.55,7.14,0
cricket,0.5627,0.6341,0.5474,0.5567,0,0.5244,148.3,144.51,7.44,6.92,0
basketball,0.5896,0.6979,0.5029,0.4839,1,0.4212,100.62,95.0,112.96,110.8,1
basketball,0.7091,0.4579,0.6106,0.6182,0,0.4935,118.78,120.38,105.51,105.43,0
football,0.6501,0.618,0.5857,0.5811,0,0.5456,1.68,1.49,0.94,0.73,1
football,0.6461,0.7976,0.6557,0.8634,1,0.4459,1.83,2.81,0.7,0.62,0
basketball,0.6713,0.6366,0.6426,0.6322,0,0.4216,128.82,124.11,109.98,106.44,1
basketball,0.658,0.6573,0.5821,0.6218,0,0.418,123.26,117.59,120.87,100.29,0
football,0.9348,0.7406,0.7462,0.6627,1,0.3916,2.05,2.09,0.4,0.97,1
basketball,0.7308,0.6376,0.5672,0.575,0,0.5673,102.09,107.28,95.0,100.03,1
cricket,0.6213,0.7596,0.5941,0.5662,0,0.4095,163.16,144.78,7.38,6.7,0
football,0.8733,0.7396,0.6821,0.7983,1,0.6251,2.03,2.32,0.77,0.41,1
football,0.8103,0.8217,0.6777,0.8812,1,0.4482,2.14,2.99,0.94,0.73,1
cricket,0.6222,0.6546,0.527,0.6901,1,0.3635,138.89,178.55,7.24,6.14,1
football,0.685,0.6537,0.6642,0.4866,1,0.5716,1.92,1.3,0.75,1.08,1
football,0.8776,0.7221,0.8078,0.4148,1,0.7598,2.33,1.43,0.37,1.7,1
cricket,0.7218,0.6962,0.5605,0.6093,0,0.5117,144.96,150.19,6.86,6.03,1
football,0.8392,0.7763,0.5879,0.7857,1,0.3988,1.39,2.52,0.56,0.74,0
cricket,0.8416,0.7038,0.7508,0.4944,1,0.5737,197.04,128.56,6.01,7.28,1
football,0.6102,0.7069,0.5852,0.7281,0,0.5621,1.68,2.39,0.94,0.94,0
football,0.776,0.5967,0.5307,0.6565,0,0.3988,1.3,1.91,0.81,0.79,0
basketball,0.6957,0.7113,0.5444,0.5675,0,0.5432,111.86,105.16,116.2,99.32,0
